Level nr;Code;Parent code;Label NL;Label FR;Label DE;Label EN
5;01260;0126;Teelt van oliehoudende vruchten;Culture de fruits oléagineux;Anbau von ölhaltigen Frÿchten;
5;01270;0127;Teelt van gewassen bestemd voor de vervaardiging van dranken;Culture de plantes à boissons;Anbau von Pflanzen zur Herstellung von Getränken;
5;01280;0128;Teelt van specerijgewassen en van aromatische en medicinale gewassen;Culture de plantes à épices, aromatiques, médicinales et pharmaceutiques;Anbau von Gewÿrzpflanzen, Pflanzen fÿr aromatische, narkotische und pharmazeutische Zwecke;
5;01290;0129;Teelt van andere meerjarige gewassen;Autres cultures permanentes;Anbau sonstiger mehrjähriger Pflanzen;
5;01301;0130;Boomkwekerijen, m.u.v. bosboomkwekerijen;Exploitation de pépinières, sauf pépinières forestières;Baumschulen mit Ausnahme von Forstbaumschulen;
5;01309;0130;Overige plantenvermeerdering;Autre reproduction de plantes;Sonstige Pflanzenvermehrung;
5;01410;0141;Fokken van melkvee;Élevage de vaches laitières;Zucht von Milchkÿhen;
5;01420;0142;Fokken van andere runderen en buffels;Élevage d'autres bovins et de buffles;Zucht von anderen Rindern;
5;01430;0143;Fokken van paarden en andere paardachtigen;Élevage de chevaux et d'autres équidés;Zucht von Pferden und Eseln;
5;01440;0144;Fokken van kamelen en andere kameelachtigen;Élevage de chameaux et d'autres camélidés;Zucht von Kamelen;
5;01450;0145;Fokken van schapen en geiten;Élevage d'ovins et de caprins;Zucht von Schafen und Ziegen;
5;01461;0146;Fokvarkenshouderijen;Élevage de porcs reproducteurs;Zucht von Zuchtschweinen;
5;01462;0146;Varkensvetmesterijen;Élevage de porcs à l'engrais;Mastschweinezucht;
5;01471;0147;Kippenkwekerijen;Elevage de poules;Hÿhnerzucht;
5;01472;0147;Productie van eieren van pluimvee;Production d'ufs de volailles;Produktion von Geflÿgeleiern;
5;01479;0147;Pluimveehouderijen, m.u.v. kippenkwekerijen;Élevage de volailles, sauf poules;Geflÿgelzucht, mit Ausnahme von Hÿhnern;
5;01490;0149;Fokken van andere dieren;Élevage d'autres animaux;Haltung von anderen Tieren;
5;01500;0150;Gemengd bedrijf;Culture et élevage associés;Gemischte Landwirtschaft;
5;01610;0161;Ondersteunende activiteiten in verband met de teelt van gewassen;Activités de soutien aux cultures;Erbringung von landwirtschaftlichen Dienstleistungen fÿr den Pflanzenbau;
5;01620;0162;Ondersteunende activiteiten in verband met de veeteelt;Activités de soutien à la production animale;Erbringung von landwirtschaftlichen Dienstleistungen fÿr die Tierhaltung;
5;01630;0163;Activiteiten met betrekking tot gewassen na de oogst;Traitement primaire des récoltes;Nach der Ernte anfallende Tätigkeiten in der pflanzlichen Erzeugung;
5;01640;0164;Zaadbewerking met het oog op vermeerdering;Traitement des semences;Saatgutaufbereitung;
5;01700;0170;Jacht, zetten van vallen en diensten in verband met deze activiteiten;Chasse, piégeage et services annexes;Jagd, Fallenstellerei und damit verbundene Tätigkeiten;
5;02100;0210;Bosbouw;Sylviculture et autres activités forestières;Forstwirtschaft;
5;02200;0220;Exploitatie van bossen;Exploitation forestière;Holzeinschlag;
5;02300;0230;Verzamelen van in het wild groeiende producten met uitzondering van hout;Récolte de produits forestiers non ligneux poussant à l'état sauvage;Sammeln von wildwachsenden Produkten (ohne Holz);
5;02400;0240;Ondersteunende diensten in verband met de bosbouw;Services de soutien à l'exploitation forestière;Erbringung von Dienstleistungen fÿr Forstwirtschaft und Holzeinschlag;
5;03110;0311;Zeevisserij;Pêche en mer;Meeresfischerei;
5;03120;0312;Binnenvisserij;Pêche en eau douce;Sÿßwasserfischerei;
5;03210;0321;Mariene aquacultuur;Aquaculture en mer;Meeresaquakultur;
5;03220;0322;Aquacultuur in zoet water;Aquaculture en eau douce;Sÿßwasseraquakultur;
5;05100;0510;Winning van steenkool;Extraction de houille;Steinkohlenbergbau;
5;05200;0520;Winning van bruinkool;Extraction de lignite;Braunkohlenbergbau;
5;06100;0610;Winning van aardolie;Extraction de pétrole brut;Gewinnung von Erdöl;
5;06200;0620;Winning van aardgas;Extraction de gaz naturel;Gewinnung von Erdgas;
5;07100;0710;Winning van ijzererts;Extraction de minerais de fer;Eisenerzbergbau;
5;07210;0721;Winning van uranium- en thoriumerts;Extraction de minerais d'uranium et de thorium;Bergbau auf Uran- und Thoriumerze;
5;07290;0729;Winning van andere non-ferrometaalertsen;Extraction d'autres minerais de métaux non ferreux;Sonstiger NE-Metallerzbergbau;
5;08111;0811;Winning van bouw- en siersteen;Extraction de pierres ornementales et de construction;Gewinnung von Naturwerksteinen;
5;08112;0811;Winning van kalksteen, gips, krijt en leisteen;Extraction de pierres calcaires, de gypse, de craie et d'ardoise;Gewinnung von Kalkstein, Gips, Kreide und Schiefer;
5;08121;0812;Winning van grind;Extraction de gravier;Gewinnung von Kies;
5;08122;0812;Winning van zand;Extraction de sable;Gewinnung von Sand;
5;08123;0812;Winning van klei en kaolien;Extraction d'argiles et de kaolin;Abbau von Lehm, feuerfestem Lehm und Kaolin;
5;08910;0891;Winning van mineralen voor de chemische en de kunstmestindustrie;Extraction des minéraux chimiques et d'engrais minéraux;Bergbau auf chemische und Dÿngemittelminerale;
5;08920;0892;Winning van turf;Extraction de tourbe;Torfgewinnung;
5;08930;0893;Zoutwinning;Production de sel;Gewinnung von Salz;
5;08990;0899;Overige winning van delfstoffen, n.e.g.;Autres activités extractives n.c.a.;Gewinnung von Steinen und Erden a. n. g.;
5;09100;0910;Ondersteunende activiteiten in verband met de aardolie- en aardgaswinning;Activités de soutien à l'extraction d'hydrocarbures;Erbringung von Dienstleistungen fÿr die Gewinnung von Erdöl und Erdgas;
5;09900;0990;Ondersteunende activiteiten in verband met de overige winning van delfstoffen;Activités de soutien aux autres industries extractives;Erbringung von Dienstleistungen fÿr den sonstigen Bergbau und die Gewinnung von Steinen und Erden;
5;10110;1011;Verwerking en conservering van vlees, exclusief vlees van gevogelte;Transformation et conservation de la viande de boucherie, à l'exclusion de la viande de volaille;Schlachten (ohne Schlachten von Geflÿgel);
5;10120;1012;Verwerking en conservering van gevogelte;Transformation et conservation de la viande de volaille;Schlachten von Geflÿgel;
5;10130;1013;Vervaardiging van producten van vlees of van vlees van gevogelte;Préparation de produits à base de viande ou de viande de volaille;Fleischverarbeitung;
5;10200;1020;Verwerking en conservering van vis en van schaal- en weekdieren;Transformation et conservation de poisson, de crustacés et de mollusques;Fischverarbeitung;
5;10311;1031;Verwerking en conservering van aardappelen, exclusief productie van diepgevroren aardappelbereidingen;Transformation et conservation de pommes de terre, sauf fabrication de préparations surgelées à base de pommes de terre;Verarbeitung und Konservierung von Kartoffeln, mit Ausnahme von tiefgefrorenen Kartoffelerzeugnissen;
5;10312;1031;Productie van diepgevroren aardappelbereidingen;Fabrication de préparations surgelées à base de pommes de terre;Produktion von tiefgefrorenen Kartoffelerzeugnissen;
5;10320;1032;Vervaardiging van groente- en fruitsappen;Préparation de jus de fruits et de légumes;Herstellung von Frucht- und Gemÿsesäften;
5;10391;1039;Verwerking en conservering van groenten, exclusief productie van diepgevroren groenten;Transformation et conservation de légumes, sauf fabrication de légumes surgelés;Verarbeitung und Konservierung von Gemÿse, mit Ausnahme der Herstellung von tiefgefrorenem Gemÿse;
5;10392;1039;Verwerking en conservering van fruit, exclusief productie van diepgevroren fruit;Transformation et conservation de fruits, sauf fabrication de fruits surgelés;Verarbeitung und Konservierung von Obst, mit Ausnahme der Herstellung von tiefgefrorenem Obst;
5;10393;1039;Productie van diepgevroren groenten en fruit;Fabrication de légumes et de fruits surgelés;Herstellung von tiefgefrorenem Gemÿse und Obst;
5;10410;1041;Vervaardiging van oliën en vetten;Fabrication d'huiles et de graisses;Herstellung von Ölen und Fetten;
5;10420;1042;Vervaardiging van margarine en andere spijsvetten;Fabrication de margarine et de graisses comestibles similaires;Herstellung von Margarine u. ä. Nahrungsfetten;
5;10510;1051;Zuivelfabrieken en kaasmakerijen;Exploitation de laiteries et fabrication de fromage;Milchverarbeitung;
5;10520;1052;Vervaardiging van consumptie-ijs;Fabrication de glaces de consommation;Herstellung von Speiseeis;
5;10610;1061;Vervaardiging van maalderijproducten;Travail des grains;Mahl- und Schälmÿhlen;
5;10620;1062;Vervaardiging van zetmeel en zetmeelproducten;Fabrication de produits amylacés;Herstellung von Stärke und Stärkeerzeugnissen;
5;10711;1071;Industriële vervaardiging van brood en van vers banketbakkerswerk;Fabrication industrielle de pain et de pâtisserie fraîche;Industrielle Herstellung von Brot und frischen Backwaren;
5;10712;1071;Ambachtelijke vervaardiging van brood en van vers banketbakkerswerk;Fabrication artisanale de pain et de pâtisserie fraîche;Handwerkliche Herstellung von Brot und frischen Backwaren;
5;10720;1072;Vervaardiging van beschuit en biscuit en van ander houdbaar banketbakkerswerk;Fabrication de biscuits, de biscottes et de pâtisseries de conservation;Herstellung von Dauerbackwaren;
5;10730;1073;Vervaardiging van macaroni, noedels, koeskoes en dergelijke deegwaren;Fabrication de pâtes alimentaires;Herstellung von Teigwaren;
5;10810;1081;Vervaardiging van suiker;Fabrication de sucre;Herstellung von Zucker;
5;10820;1082;Vervaardiging van cacao, chocolade en suikerwerk;Fabrication de cacao, de chocolat et de produits de confiserie;Herstellung von Sÿßwaren (ohne Dauerbackwaren);
5;10830;1083;Verwerking van thee en koffie;Transformation du thé et du café;Verarbeitung von Kaffee und Tee, Herstellung von Kaffee-Ersatz;
5;10840;1084;Vervaardiging van specerijen, sauzen en kruiderijen;Fabrication de condiments et d'assaisonnements;Herstellung von Wÿrzmitteln und Soßen;
5;10850;1085;Vervaardiging van bereide maaltijden en schotels;Fabrication de plats préparés;Herstellung von Fertiggerichten;
5;10860;1086;Vervaardiging van gehomogeniseerde voedingspreparaten en dieetvoeding;Fabrication d'aliments homogénéisés et diététiques;Herstellung von homogenisierten und diätetischen Nahrungsmitteln;
5;10890;1089;Vervaardiging van andere voedingsmiddelen, n.e.g.;Fabrication d'autres produits alimentaires n.c.a.;Herstellung von sonstigen Nahrungsmitteln a. n. g.;
5;10910;1091;Vervaardiging van veevoeders;Fabrication d'aliments pour animaux de ferme;Herstellung von Futtermitteln fÿr Nutztiere;
5;10920;1092;Vervaardiging van voeders voor huisdieren;Fabrication d'aliments pour animaux de compagnie;Herstellung von Futtermitteln fÿr sonstige Tiere;
5;11010;1101;Vervaardiging van gedistilleerde dranken door distilleren, rectificeren en mengen;Production de boissons alcooliques distillées;Herstellung von Spirituosen;
5;11020;1102;Vervaardiging van wijn uit druiven;Production de vin (de raisin);Herstellung von Traubenwein;
5;11030;1103;Vervaardiging van cider en van andere vruchtenwijnen;Fabrication de cidre et de vins d'autres fruits;Herstellung von Apfelwein und anderen Fruchtweinen;
5;11040;1104;Vervaardiging van andere niet-gedistilleerde gegiste dranken;Production d'autres boissons fermentées non distillées;Herstellung von Wermutwein und sonstigen aromatisierten Weinen;
5;11050;1105;Vervaardiging van bier;Fabrication de bière;Herstellung von Bier;
5;11060;1106;Vervaardiging van mout;Fabrication de malt;Herstellung von Malz;
